q,n,k,reason,detail
7,83,5,no parity-check matrix,construction listed as 'Missing Construction'
7,83,6,no parity-check matrix,construction listed as 'Missing Construction'
7,83,7,no parity-check matrix,construction listed as 'Missing Construction'
7,83,8,no parity-check matrix,construction listed as 'Missing Construction'
7,83,9,no parity-check matrix,construction listed as 'Missing Construction'
7,83,10,no parity-check matrix,construction listed as 'Missing Construction'
7,83,11,no parity-check matrix,construction listed as 'Missing Construction'
7,83,12,no parity-check matrix,construction listed as 'Missing Construction'
7,83,13,no parity-check matrix,construction listed as 'Missing Construction'
7,83,14,no parity-check matrix,construction listed as 'Missing Construction'
7,83,15,no parity-check matrix,construction listed as 'Missing Construction'
7,83,16,no parity-check matrix,construction listed as 'Missing Construction'
7,83,17,no parity-check matrix,construction listed as 'Missing Construction'
7,83,18,no parity-check matrix,construction listed as 'Missing Construction'
7,83,19,no parity-check matrix,construction listed as 'Missing Construction'
7,83,20,no parity-check matrix,construction listed as 'Missing Construction'
7,83,21,no parity-check matrix,construction listed as 'Missing Construction'
7,83,22,no parity-check matrix,construction listed as 'Missing Construction'
7,83,23,no parity-check matrix,construction listed as 'Missing Construction'
7,83,24,no parity-check matrix,construction listed as 'Missing Construction'
7,83,25,no parity-check matrix,construction listed as 'Missing Construction'
7,83,26,no parity-check matrix,construction listed as 'Missing Construction'
7,83,27,no parity-check matrix,construction listed as 'Missing Construction'
7,83,28,no parity-check matrix,construction listed as 'Missing Construction'
7,83,29,no parity-check matrix,construction listed as 'Missing Construction'
7,83,30,no parity-check matrix,construction listed as 'Missing Construction'
7,83,31,no parity-check matrix,construction listed as 'Missing Construction'
7,83,32,no parity-check matrix,construction listed as 'Missing Construction'
7,83,33,no parity-check matrix,construction listed as 'Missing Construction'
7,83,34,no parity-check matrix,construction listed as 'Missing Construction'
7,83,35,no parity-check matrix,construction listed as 'Missing Construction'
7,83,36,no parity-check matrix,construction listed as 'Missing Construction'
7,83,37,no parity-check matrix,construction listed as 'Missing Construction'
7,83,38,no parity-check matrix,construction listed as 'Missing Construction'
7,83,39,no parity-check matrix,construction listed as 'Missing Construction'
7,83,40,no parity-check matrix,construction listed as 'Missing Construction'
7,83,41,no parity-check matrix,construction listed as 'Missing Construction'
7,83,42,no parity-check matrix,construction listed as 'Missing Construction'
7,83,43,no parity-check matrix,construction listed as 'Missing Construction'
7,83,83,no stabilizer rows,"k = n, the stabilizer matrix is empty"
7,84,0,no parity-check matrix,construction listed as 'Missing Construction'
7,84,1,no parity-check matrix,construction listed as 'Missing Construction'
7,84,2,no parity-check matrix,construction listed as 'Missing Construction'
7,84,3,no parity-check matrix,construction listed as 'Missing Construction'
7,84,4,no parity-check matrix,construction listed as 'Missing Construction'
7,84,5,no parity-check matrix,construction listed as 'Missing Construction'
7,84,6,no parity-check matrix,construction listed as 'Missing Construction'
7,84,7,no parity-check matrix,construction listed as 'Missing Construction'
7,84,8,no parity-check matrix,construction listed as 'Missing Construction'
7,84,9,no parity-check matrix,construction listed as 'Missing Construction'
7,84,10,no parity-check matrix,construction listed as 'Missing Construction'
7,84,11,no parity-check matrix,construction listed as 'Missing Construction'
7,84,12,no parity-check matrix,construction listed as 'Missing Construction'
7,84,13,no parity-check matrix,construction listed as 'Missing Construction'
7,84,14,no parity-check matrix,construction listed as 'Missing Construction'
7,84,15,no parity-check matrix,construction listed as 'Missing Construction'
7,84,16,no parity-check matrix,construction listed as 'Missing Construction'
7,84,17,no parity-check matrix,construction listed as 'Missing Construction'
7,84,18,no parity-check matrix,construction listed as 'Missing Construction'
7,84,19,no parity-check matrix,construction listed as 'Missing Construction'
7,84,20,no parity-check matrix,construction listed as 'Missing Construction'
7,84,21,no parity-check matrix,construction listed as 'Missing Construction'
7,84,22,no parity-check matrix,construction listed as 'Missing Construction'
7,84,23,no parity-check matrix,construction listed as 'Missing Construction'
7,84,24,no parity-check matrix,construction listed as 'Missing Construction'
7,84,25,no parity-check matrix,construction listed as 'Missing Construction'
7,84,26,no parity-check matrix,construction listed as 'Missing Construction'
7,84,27,no parity-check matrix,construction listed as 'Missing Construction'
7,84,28,no parity-check matrix,construction listed as 'Missing Construction'
7,84,29,no parity-check matrix,construction listed as 'Missing Construction'
7,84,30,no parity-check matrix,construction listed as 'Missing Construction'
7,84,31,no parity-check matrix,construction listed as 'Missing Construction'
7,84,32,no parity-check matrix,construction listed as 'Missing Construction'
7,84,33,no parity-check matrix,construction listed as 'Missing Construction'
7,84,34,no parity-check matrix,construction listed as 'Missing Construction'
7,84,35,no parity-check matrix,construction listed as 'Missing Construction'
7,84,36,no parity-check matrix,construction listed as 'Missing Construction'
7,84,37,no parity-check matrix,construction listed as 'Missing Construction'
7,84,38,no parity-check matrix,construction listed as 'Missing Construction'
7,84,39,no parity-check matrix,construction listed as 'Missing Construction'
7,84,40,no parity-check matrix,construction listed as 'Missing Construction'
7,84,41,no parity-check matrix,construction listed as 'Missing Construction'
7,84,42,no parity-check matrix,construction listed as 'Missing Construction'
7,84,43,no parity-check matrix,construction listed as 'Missing Construction'
7,84,44,no parity-check matrix,construction listed as 'Missing Construction'
7,84,84,no stabilizer rows,"k = n, the stabilizer matrix is empty"
7,85,0,no parity-check matrix,construction listed as 'Missing Construction'
7,85,1,no parity-check matrix,construction listed as 'Missing Construction'
7,85,2,no parity-check matrix,construction listed as 'Missing Construction'
7,85,3,no parity-check matrix,construction listed as 'Missing Construction'
7,85,4,no parity-check matrix,construction listed as 'Missing Construction'
7,85,5,no parity-check matrix,construction listed as 'Missing Construction'
7,85,6,no parity-check matrix,construction listed as 'Missing Construction'
7,85,7,no parity-check matrix,construction listed as 'Missing Construction'
7,85,8,no parity-check matrix,construction listed as 'Missing Construction'
7,85,9,no parity-check matrix,construction listed as 'Missing Construction'
7,85,10,no parity-check matrix,construction listed as 'Missing Construction'
7,85,11,no parity-check matrix,construction listed as 'Missing Construction'
7,85,12,no parity-check matrix,construction listed as 'Missing Construction'
7,85,13,no parity-check matrix,construction listed as 'Missing Construction'
7,85,14,no parity-check matrix,construction listed as 'Missing Construction'
7,85,15,no parity-check matrix,construction listed as 'Missing Construction'
7,85,16,no parity-check matrix,construction listed as 'Missing Construction'
7,85,17,no parity-check matrix,construction listed as 'Missing Construction'
7,85,18,no parity-check matrix,construction listed as 'Missing Construction'
7,85,19,no parity-check matrix,construction listed as 'Missing Construction'
7,85,20,no parity-check matrix,construction listed as 'Missing Construction'
7,85,21,no parity-check matrix,construction listed as 'Missing Construction'
7,85,22,no parity-check matrix,construction listed as 'Missing Construction'
7,85,23,no parity-check matrix,construction listed as 'Missing Construction'
7,85,24,no parity-check matrix,construction listed as 'Missing Construction'
7,85,25,no parity-check matrix,construction listed as 'Missing Construction'
7,85,26,no parity-check matrix,construction listed as 'Missing Construction'
7,85,27,no parity-check matrix,construction listed as 'Missing Construction'
7,85,28,no parity-check matrix,construction listed as 'Missing Construction'
7,85,29,no parity-check matrix,construction listed as 'Missing Construction'
7,85,30,no parity-check matrix,construction listed as 'Missing Construction'
